jour_fin,fenetre_jours,code_commune,section_naf,nom_commune,libelle_section_naf,nb_creations,nb_immatriculations,nb_transferts,nb_ventes_fonds,nb_modifications,nb_radiations,nb_sauvegardes,nb_redressements,nb_liquidations,nb_plans_cession,nb_defaillances,nb_depots_comptes,nb_evenements,solde_net
2026-09-22,30,34069,G,Cazouls-lès-Béziers,"Commerce, reparation d'automobiles",1,0,0,0,0,0,0,0,0,0,0,2,4,1
2026-09-22,30,34077,M,Clapiers,"Activites specialisees, scientifiques et techniques",0,0,0,0,0,0,0,0,0,0,0,4,4,0
2026-09-22,30,34079,C,Clermont-l'Hérault,Industrie manufacturiere,0,0,0,0,0,2,0,0,1,0,1,0,4,-3
2026-09-22,30,34082,F,Combaillaux,Construction,0,0,0,0,0,0,0,0,0,0,0,4,4,0
2026-09-22,30,34087,G,Cournonsec,"Commerce, reparation d'automobiles",1,0,0,0,0,1,0,0,0,0,0,2,4,0
2026-09-22,30,34088,G,Cournonterral,"Commerce, reparation d'automobiles",0,0,0,0,1,1,0,0,0,0,0,2,4,-1
2026-09-22,30,34090,C,Le Crès,Industrie manufacturiere,1,0,0,2,0,0,0,0,0,0,0,1,4,1
2026-09-22,30,34108,H,Frontignan,Transports et entreposage,1,0,0,0,0,1,0,0,0,0,0,2,4,0
2026-09-22,30,34111,G,Ganges,"Commerce, reparation d'automobiles",0,0,0,0,1,0,0,0,0,0,0,3,4,0
2026-09-22,30,34111,S,Ganges,Autres activites de services,0,0,0,2,0,0,0,0,1,0,1,1,4,-1
2026-09-22,30,34116,M,Grabels,"Activites specialisees, scientifiques et techniques",2,0,0,0,1,0,0,0,0,0,0,1,4,2
