jour_fin,fenetre_jours,code_commune,section_naf,nom_commune,libelle_section_naf,nb_creations,nb_immatriculations,nb_transferts,nb_ventes_fonds,nb_modifications,nb_radiations,nb_sauvegardes,nb_redressements,nb_liquidations,nb_plans_cession,nb_defaillances,nb_depots_comptes,nb_evenements,solde_net
2026-09-22,30,34063,I,Caux,Hebergement et restauration,0,0,0,0,1,0,0,0,0,0,0,1,2,0
2026-09-22,30,34079,C,Clermont-l'Hérault,Industrie manufacturiere,0,0,0,0,0,1,0,0,1,0,1,0,2,-2
2026-09-22,30,34079,G,Clermont-l'Hérault,"Commerce, reparation d'automobiles",0,0,0,0,0,0,0,0,0,0,0,1,2,0
2026-09-22,30,34079,L,Clermont-l'Hérault,Activites immobilieres,0,0,0,1,0,1,0,0,0,0,0,0,2,-1
2026-09-22,30,34082,M,Combaillaux,"Activites specialisees, scientifiques et techniques",1,0,0,0,0,0,0,0,0,0,0,1,2,1
2026-09-22,30,34088,M,Cournonterral,"Activites specialisees, scientifiques et techniques",0,0,0,0,0,1,0,0,0,0,0,0,2,-1
2026-09-22,30,34090,M,Le Crès,"Activites specialisees, scientifiques et techniques",0,0,0,0,0,0,0,0,0,0,0,2,2,0
2026-09-22,30,34094,L,Espondeilhan,Activites immobilieres,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2026-09-22,30,34095,G,Fabrègues,"Commerce, reparation d'automobiles",0,0,0,0,1,0,0,0,0,0,0,1,2,0
2026-09-22,30,34095,L,Fabrègues,Activites immobilieres,2,0,0,0,0,0,0,0,0,0,0,0,2,2
2026-09-22,30,34108,N,Frontignan,Services administratifs et de soutien,2,0,0,0,0,0,0,0,0,0,0,0,2,2
